objectid,calle,codigo,foto,geo_shape,geo_point_2d
503,LUIS BUÑUEL- GENERAL AVILES,436,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/436.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4029380071043704, 39.48220825177319], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4029380071043704, 'lat': 39.48220825177319}"
508,C/ EMILI LLUCH,810,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/810.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4020369998314904, 39.46241699915257], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4020369998314904, 'lat': 39.46241699915257}"
509,ARCHIDUQUE CARLOS / JOSE M. MORTES LERMA,813,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/813.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39787098745793414, 39.46279144214074], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39787098745793414, 'lat': 39.46279144214074}"
513,CEMENTERIO GENERAL SEC 11,C097,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C097.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4000680144650488, 39.44782638484487], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4000680144650488, 'lat': 39.44782638484487}"
514,CEMENTERIO GENERAL SEC 6 IZDA,C112,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C112.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3969509898991943, 39.44598007171773], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3969509898991943, 'lat': 39.44598007171773}"
515,CEMENTERIO GENERAL SEC 10-CUADRO 1,C119,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C119.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39940199207787236, 39.44777297912406], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39940199207787236, 'lat': 39.44777297912406}"
517,JACOMAR (FRENTE Nº 7-9),1517,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1517.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37557598983911966, 39.497005461868405], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37557598983911966, 'lat': 39.497005461868405}"
518,TORREFIEL -CECILIO PLA,1524,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1524.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3775170149578346, 39.49865722569555], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3775170149578346, 'lat': 39.49865722569555}"
521,CAMINO DE MONCADA (POBLE NOU),1702,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1702.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3840079900832889, 39.50606155335051], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3840079900832889, 'lat': 39.50606155335051}"
523,MARIANO DE CAVIA-NICOLAU DE PRIMITIU,829,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/829.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4011729950157084, 39.45383453357068], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4011729950157084, 'lat': 39.45383453357068}"
530,JARDIN GENERAL BARROSO,907,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/907.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3910419936722324, 39.45280074916012], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3910419936722324, 'lat': 39.45280074916012}"
714,NICASIO BENLLOCH 29,1609,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1609.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39264601400954374, 39.48899841213375], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39264601400954374, 'lat': 39.48899841213375}"
715,MIRADOR DE LA ALBUFERA,1955,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1955.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.32327100573568845, 39.34863662644362], 'type': 'Point'}, 'properties': {}}","{'lon': -0.32327100573568845, 'lat': 39.34863662644362}"
716,PARQUE ORRIOLS,1515,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1515.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.365565985157672, 39.49423217698661], 'type': 'Point'}, 'properties': {}}","{'lon': -0.365565985157672, 'lat': 39.49423217698661}"
729,PLAZA LUIS MARTI ALEGRE,1603,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1603.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39181798613522856, 39.49888610752131], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39181798613522856, 'lat': 39.49888610752131}"
730,PASEO MARITIMO SALER (FTE. CASA FORESTAL),1935,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1935.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.32606500372493613, 39.38059234597341], 'type': 'Point'}, 'properties': {}}","{'lon': -0.32606500372493613, 'lat': 39.38059234597341}"
733,JARDIN MEDICO TARAZONA,453,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/453.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4006150063378456, 39.485183715064565], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4006150063378456, 'lat': 39.485183715064565}"
737,AVDA. SAN JOSE ARTESANO 24,1602,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1602.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3930709967899924, 39.49894332803088], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3930709967899924, 'lat': 39.49894332803088}"
739,AVDA. BURJASSOT 229,1604,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1604.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3953109974990719, 39.49412536555815], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3953109974990719, 'lat': 39.49412536555815}"
742,RICARDO MICÓ,455,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/455.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38767701352698836, 39.48244476198243], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38767701352698836, 'lat': 39.48244476198243}"
750,"CEMENTERIO BENIMAMET, 4-2",1814,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1814.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4237329957534834, 39.50621795598233], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4237329957534834, 'lat': 39.50621795598233}"
751,CEMENTERIO CABAÑAL SEC. 5-4,1335,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1335.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3388299935582173, 39.47528076102675], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3388299935582173, 'lat': 39.47528076102675}"
756,DIPUTADO LUIS LUCIA 1,404,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/404.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39524200555451466, 39.47974014179604], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39524200555451466, 'lat': 39.47974014179604}"
762,TRAMO IV-V RAMPA PECHINA (EXPLANADA),334,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/334.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3873749966750804, 39.47881317060425], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3873749966750804, 'lat': 39.47881317060425}"
763,AVDA. LAS CORTES 2 (JUNTO PALACIO DE CONGRESOS),1614,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1614.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4022760083122088, 39.49726867598825], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4022760083122088, 'lat': 39.49726867598825}"
764,CEMENTERIO CABAÑAL SEC. 3-4ª,1329,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1329.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3380239907555968, 39.47649764933857], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3380239907555968, 'lat': 39.47649764933857}"
765,CEMENTERIO GENERAL SEC 18,C116,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C116.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39802899974506467, 39.44441985915204], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39802899974506467, 'lat': 39.44441985915204}"
771,CEMENTERIO GENERAL SEC 20-9,C129,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C129.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4003689887848988, 39.44395065294074], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4003689887848988, 'lat': 39.44395065294074}"
779,ECONOMISTA GAY 1,506,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/506.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37861499208858457, 39.48905181807259], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37861499208858457, 'lat': 39.48905181807259}"
786,MARQUES DE SAN JUAN 2ª,408,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/408.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.396025001815357, 39.47854232647865], 'type': 'Point'}, 'properties': {}}","{'lon': -0.396025001815357, 'lat': 39.47854232647865}"
787,CEMENTERIO CAMPANAR 5,417,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/417.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40544900205607354, 39.483978270959994], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40544900205607354, 'lat': 39.483978270959994}"
789,PARQUE DE CABECERA N 5- JUNTO CASCADA,460,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/460.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4102889902324645, 39.481243132479904], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4102889902324645, 'lat': 39.481243132479904}"
790,ALQUERIA BENLLOCH,814,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/814.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39706099093625435, 39.461856841814694], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39706099093625435, 'lat': 39.461856841814694}"
794,TRAMO XIV FRENTE L'HEMISFERIC,1035,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1035.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3527350123768538, 39.458812712939014], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3527350123768538, 'lat': 39.458812712939014}"
797,CEMENTERIO GENERAL SEC 3 IZDA-CUADRO 4 ( ANTES 120 ),C103b,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C103b.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3977960057692684, 39.4463958738082], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3977960057692684, 'lat': 39.4463958738082}"
645,SAN PIO IX PARQUE RAMBLETA FTE. Nº 17- 2ª,920,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/920.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39317700320640137, 39.44576263322309], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39317700320640137, 'lat': 39.44576263322309}"
647,BULEVAR SUR - GASPAR AGUILAR 2,928,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/928.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3952479958368439, 39.44975662064248], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3952479958368439, 'lat': 39.44975662064248}"
656,CEMENTERIO GENERAL SECC.19-15,C015,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C015.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.398304998007704, 39.45058822524355], 'type': 'Point'}, 'properties': {}}","{'lon': -0.398304998007704, 'lat': 39.45058822524355}"
663,TRAMO III PTE ADEMUZ RAMPA,333,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/333.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3918960097808114, 39.47810745135533], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3918960097808114, 'lat': 39.47810745135533}"
666,JARDIN MAXIMILIANO THOUS,510,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/510.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37123701058732367, 39.48676299986928], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37123701058732367, 'lat': 39.48676299986928}"
670,MARVA / ALBACETE,309,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/309.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3837809864333103, 39.464153288273906], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3837809864333103, 'lat': 39.464153288273906}"
674,PLAZA PINTOR SEGRELLES,311,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/311.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38569000335352166, 39.46400451572328], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38569000335352166, 'lat': 39.46400451572328}"
675,PLAZA DE VANNES,316,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/316.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3828200103111911, 39.46837615882066], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3828200103111911, 'lat': 39.46837615882066}"
676,SAN VICENTE MARTIR 129,318,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/318.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38195198671726466, 39.463298797043656], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38195198671726466, 'lat': 39.463298797043656}"
680,CEMENTERIO GENERAL SEC 18,C117,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C117.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3979269861856792, 39.44520187315248], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3979269861856792, 'lat': 39.44520187315248}"
685,CEMENTERIO GENERAL SECC. 19-14,C014,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C014.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39829298843727856, 39.45008850024273], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39829298843727856, 'lat': 39.45008850024273}"
691,JARDIN PARKING PALAU 2,1616,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1616.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40118300884071506, 39.497924804030546], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40118300884071506, 'lat': 39.497924804030546}"
697,FONT DE BONET (CASTELLAR),1925,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1925.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36486598783234525, 39.426277160698696], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36486598783234525, 'lat': 39.426277160698696}"
702,AVDA. LAS CORTES 1 (JUNTO PALACIO DE CONGRESOS),1613,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1613.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4030219911285947, 39.496448515144785], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4030219911285947, 'lat': 39.496448515144785}"
706,INTERIOR MERCADO ABASTOS 2º,308,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/308.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3877399872993086, 39.46822738512509], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3877399872993086, 'lat': 39.46822738512509}"
707,TURIA / SANCHIS BERGON,314,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/314.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38536199946618527, 39.47835159223164], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38536199946618527, 'lat': 39.47835159223164}"
708,FERNANDO EL CATOLICO 28,320,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/320.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38601899161578035, 39.471706389554654], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38601899161578035, 'lat': 39.471706389554654}"
711,C/ PALANCIA,1363,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1363.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35325899992279697, 39.477758998865745], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35325899992279697, 'lat': 39.477758998865745}"
166,TRAMO VI PTE. SERRANOS (FUTBOL),126,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/126.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3760640022860926, 39.48072433404557], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3760640022860926, 'lat': 39.48072433404557}"
176,JARDIN SAINETERO ARNICHES,701,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/701.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4068759976229239, 39.472229003481715], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4068759976229239, 'lat': 39.472229003481715}"
386,PLAZA ENRIQUE GRANADOS 2,816,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/816.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3943789896491186, 39.461750029802666], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3943789896491186, 'lat': 39.461750029802666}"
395,CEMENTERIO GENERAL SECC. 19-19,C019,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C019.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3985599879695197, 39.45097350994512], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3985599879695197, 'lat': 39.45097350994512}"
414,GUILLEM DE ANGLESOLA (JARDIN),1204,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1204.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.34621098646737875, 39.464172362695045], 'type': 'Point'}, 'properties': {}}","{'lon': -0.34621098646737875, 'lat': 39.464172362695045}"
437,TRAMO IV-V PTE ARTES (MONTICULO) Margen derecha,335,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/335.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.38499200429171293, 39.479801177649094], 'type': 'Point'}, 'properties': {}}","{'lon': -0.38499200429171293, 'lat': 39.479801177649094}"
452,CALLE ARCHENA -Frente N 39,726,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/726.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4091129905604751, 39.47193527096839], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4091129905604751, 'lat': 39.47193527096839}"
336,AVDA LA PLATA (JUNTO MUSEO FALLERO),1044,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1044.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.35853499147617374, 39.45886993340442], 'type': 'Point'}, 'properties': {}}","{'lon': -0.35853499147617374, 'lat': 39.45886993340442}"
589,CAUCE RIO TRAMO XIV FRENTE MUSEO PRINCIPE,1045,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1045.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3487530058285546, 39.45635604784405], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3487530058285546, 'lat': 39.45635604784405}"
607,CEMENTERIO GENERAL SEC 5-DCHA,C057,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C057.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39772298863703015, 39.44911956713118], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39772298863703015, 'lat': 39.44911956713118}"
640,LAGO ARTIFICIAL DEL SALER 3,1907,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1907.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3167020082595975, 39.34868621764081], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3167020082595975, 'lat': 39.34868621764081}"
510,PLAZA ENRIQUE GRANADOS 1,815,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/815.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39522200790918, 39.46154403515308], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39522200790918, 'lat': 39.46154403515308}"
807,REI ALFONS EL BENIGNE,711,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/711.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4071030026717594, 39.46407699516687], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4071030026717594, 'lat': 39.46407699516687}"
717,PLAZA IGLESIA HORNO ALCEDO,1929,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1929.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3769559847987415, 39.43242263692344], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3769559847987415, 'lat': 39.43242263692344}"
767,CEMENTERIO GENERAL SEC 20-7,C127,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C127.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4004999983047767, 39.44359970041514], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4004999983047767, 'lat': 39.44359970041514}"
784,OBISPO LAGUARDA,1505,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1505.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.37929001459737566, 39.494529724185725], 'type': 'Point'}, 'properties': {}}","{'lon': -0.37929001459737566, 'lat': 39.494529724185725}"
681,CAMINO DE TREMOLAR / DOCTOR RUIZ Y COMES,1915,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1915.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3623969848783847, 39.42392730619277], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3623969848783847, 'lat': 39.42392730619277}"
690,JARDIN PARKING PALAU 1,1615,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1615.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40076398861545964, 39.49779128902866], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40076398861545964, 'lat': 39.49779128902866}"
805,AVDA. MARCONI 1ª FASE,707,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/707.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4139829872464411, 39.468723296677545], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4139829872464411, 'lat': 39.468723296677545}"
806,TRES CRUCES Nº 31/ HOSPITAL GENERAL,710,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/710.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40601098530898827, 39.46691894420988], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40601098530898827, 'lat': 39.46691894420988}"
809,"CAMPAMENTO, 77 (BENIMAMET)",1804,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1804.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4261290132653719, 39.49999618419954], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4261290132653719, 'lat': 39.49999618419954}"
813,ARQUITECTOS CALVO / ISLAS CANARIAS,616,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/616.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3584449887687846, 39.4671783441529], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3584449887687846, 'lat': 39.4671783441529}"
819,MERCADO DE CASTILLA,714,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/714.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.40342599151253733, 39.465335844784164], 'type': 'Point'}, 'properties': {}}","{'lon': -0.40342599151253733, 'lat': 39.465335844784164}"
821,CEMENTERIO GENERAL SEC 11,C100,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C100.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.401041000788453, 39.447895049076806], 'type': 'Point'}, 'properties': {}}","{'lon': -0.401041000788453, 'lat': 39.447895049076806}"
822,CEMENTERIO GENERAL SEC 3 IZDA,C104,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C104.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39859500429726025, 39.44674682566715], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39859500429726025, 'lat': 39.44674682566715}"
823,CEMENTERIO GENERAL SEC 8-IZDA,C106,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C106.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39994698783706684, 39.446838377830446], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39994698783706684, 'lat': 39.446838377830446}"
824,CEMENTERIO GENERAL SEC 20-3,C123,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C123.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3993329998330307, 39.4434318542926], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3993329998330307, 'lat': 39.4434318542926}"
827,TRAMO I CASA AGUA 1,438,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/438.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.4042420084963123, 39.47382354602969], 'type': 'Point'}, 'properties': {}}","{'lon': -0.4042420084963123, 'lat': 39.47382354602969}"
828,TRAMO VII PTE REAL,130,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/130.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3696820129742807, 39.47640609680909], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3696820129742807, 'lat': 39.47640609680909}"
829,TRAMO II PUENTE CAMPANAR (ACEQUIA TETERA),446,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/446.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39694100648822955, 39.47515106109405], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39694100648822955, 'lat': 39.47515106109405}"
831,ALFAHUIR FRENTE Nº34,1417,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1417.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.36505800498964736, 39.4899864193314], 'type': 'Point'}, 'properties': {}}","{'lon': -0.36505800498964736, 'lat': 39.4899864193314}"
23,HUMANISTA FURIO 1ª (JARDÍN AYORA),1207,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1207.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3445749881133715, 39.46809387040126], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3445749881133715, 'lat': 39.46809387040126}"
49,CEMENTERIO GENERAL SECCION 3 IZ-CUADRO 3,C103,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/C103.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.39765599378553584, 39.446922301276246], 'type': 'Point'}, 'properties': {}}","{'lon': -0.39765599378553584, 'lat': 39.446922301276246}"
59,PLAZA TAVERNES DE LA VALDIGNA - C/ SAN MIGUEL,139,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/139.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3804019988115971, 39.47752761779942], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3804019988115971, 'lat': 39.47752761779942}"
189,"AVDA. BLASCO IBAÑEZ, 118",1315,http://mapas.valencia.es/WebsMunicipales/layar/img/fuentes/1315.jpg,"{'type': 'Feature', 'geometry': {'coordinates': [-0.3471679993991195, 39.47376632592154], 'type': 'Point'}, 'properties': {}}","{'lon': -0.3471679993991195, 'lat': 39.47376632592154}"
